what,kind,bundleId,bundleVersion,description,time
ws,sysinfo,,,"gtk",1488993229100
locale,sysinfo,,,"en_US",1488993229100
processors,sysinfo,,,"8",1488993229100
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1488993229100
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1488993229100
java.specification.name,sysinfo,,,"Java Platform API Specification",1488993229100
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1488993229100
java.specification.version,sysinfo,,,"1.6",1488993229100
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1488993229100
java.version,sysinfo,,,"1.6.0_23",1488993229100
java.vm.info,sysinfo,,,"mixed mode",1488993229100
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1488993229100
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1488993229100
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1488993229100
java.vm.specification.version,sysinfo,,,"1.0",1488993229100
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1488993229100
java.vm.version,sysinfo,,,"19.0-b09",1488993229100
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1488993229954
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1488993230129
error,log,,,"Unhandled event loop exception",1488993230274
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1488993254158
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1488993254411
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1488993258056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488993258092
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1488993258394
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1488993258408
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1488993258416
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1488993258417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488993263844
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1488993266872
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1488993266874
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1488993266906
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.1.243,"com.altera.debug.cdi.gdb.plugin",1488993269951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488993270131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488993274551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488993282845
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1488993284658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488993284670
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1488993285504
